Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIALIZADA MUNDO FELIZ;50001566;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA OSCAR TRINDADE DE BARROS, 315 SERRARIA. 79200-000 Aquidauana - MS.";(67) 32414106;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-20.4726706;-55.7746683
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CEL ANTONIO TRINDADE;50001582;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA GIOVANI TOSCANO DE BRITO, 380 VILA TRINDADE. 79200-000 Aquidauana - MS.";(67) 996818565;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-20.45854774;-55.79608999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE FELIPE ORRO;50001590;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CARLOS FERREIRA BANDEIRA, 00 CONJUNTO OVIDIO COST. SANTA TEREZINHA. 79200-000 Aquidauana - MS.";(67) 32411206;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-20.4658796545118;-55.7660179305822
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE CANDIDO MARIANO;50001655;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CANDIDO MARIANO, S/Nº GUANANDY. 79200-000 Aquidauana - MS.";(67) 32413472;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-20.48066877;-55.7919806
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE CEL JOSE ALVES RIBEIRO;50001663;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE BONIFACIO, 595 ALTO. 79200-000 Aquidauana - MS.";(67) 32412226;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.4716227;-55.7913944
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª MARLY RUSSO RODRIGUES;50001671;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARLY RUSSO RODRIGUES, SN NOVA AQUIDAUANA. 79200-000 Aquidauana - MS.";(67) 32414202;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-20.4523921;-55.7913707
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª DORIS MENDES TRINDADE;50001698;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARIO GUERREIRO, 1300 SANTA TEREZINHA. 79200-000 Aquidauana - MS.";(67) 32411087;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.4634677;-55.7614294
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ERSO GOMES;50001701;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"R. GIOVANNI TOSCANO DE BRITO, S/N SERRARIA. 79200-000 Aquidauana - MS.";(67) 32412329;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-20.4693529;-55.7705178
ESCOLA PARALISADA;ESCOLA PARTICULAR IRENE CICALISE;50001744;MS;Aquidauana;Urbana;Não Informado;Privada;"R. CANDIDO MARIANO, 374 CENTRO. 79200-000 Aquidauana - MS.";(67) 996688975;Privada;Não Informado;Não;;;;;-20.47678;-55.799993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFISSIONAL DE AQUIDAUANA GERALDO AFONSO GARCIA FERREIRA;50001752;MS;Aquidauana;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AQUIDAUANA/CERA - KM 12, SN ZONA RURAL. 79200-000 Aquidauana - MS.";(67) 32415344;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-20.4557483;-55.6713126
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROF ANTONIO SALUSTIO AREIAS;50001825;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"13 DE JUNHO, 2005 ALTO. 79200-000 Aquidauana - MS.";(67) 32414711;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-20.46815667;-55.78111667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF LUIZ MONGELLI;50001833;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA AQUIDAUANA/CERA, KM 03, S/N VILA QUARENTA. 79200-000 Aquidauana - MS.";(67) 32414524;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-20.47388974;-55.75857269
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL FALCAO;50001850;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Privada;"XV DE AGOSTO, 186 ESCOLA. ALTO. 79200-000 Aquidauana - MS.";(67) 32413034;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.4718819;-55.7908265
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA POLO LUTUMA DIAS;50001922;MS;Aquidauana;Rural;Terra indígena;Pública;"ALDEIA LIMAO VERDE, S/N ZONA RURAL. CENTRO. 79200-000 Aquidauana - MS.";(67) 996542965;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.3252511;-55.68555432
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANKLIN CASSIANO;50002015;MS;Aquidauana;Rural;A escola não está em área de localização diferenciada;Pública;"RUA OTACILIO PINHEIRO, S/Nº 79202-000 Aquidauana - MS.";(67) 32351017;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-20.4832647;-55.6342052
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ADA MOREIRA BARROS;50002023;MS;Aquidauana;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PROF. JOAO FERREIRA ORMONDS, CIPOLANDIA. 79208-000 Aquidauana - MS.";(67) 32491137;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.1280461;-55.3922239
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANTONIO SANTOS RIBEIRO;50002031;MS;Aquidauana;Rural;A escola não está em área de localização diferenciada;Pública;"RUA HUGO CORREA, 385 ZONA RURAL. DISTRITO DE PIRAPUTANGA. 79204-000 Aquidauana - MS.";(67) 998697446;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.4764898028225;-55.5359299946576
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA EVANGELICA LOURENCO BUCKMAN;50002040;MS;Aquidauana;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA AMERICANA, S/N - - - -. DISTRITO DE TAUNAY. 79200-000 Aquidauana - MS.";(67) 32581026;Privada;Confessional;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-20.290455;-56.07505167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL VISCONDE DE TAUNAY;50002058;MS;Aquidauana;Rural;A escola não está em área de localização diferenciada;Pública;"RUA 03 LESTE, S/N ZONA RURAL. CENTRO. 79206-000 Aquidauana - MS.";(67) 32581193;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.2898875;-56.0763106
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA POLO GENERAL RONDON;50002066;MS;Aquidauana;Rural;Terra indígena;Pública;"ALDEIA BANANAL, 150 RUA PRINCIPAL. ALDEIA. 79200-000 Aquidauana - MS.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.2539117;-56.0679347
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL INDIGENA POLO FELICIANO PIO;50002112;MS;Aquidauana;Rural;Terra indígena;Pública;"ALDEIA IPEGUE, 000 DISTRITO DE TAUNAY. 79206-000 Aquidauana - MS.";(67) 999306603;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.22935108;-56.04696629
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EPM INDIGENA ALEXINA ROSA FIGUEREDO;50002147;MS;Dois Irmãos do Buriti;Rural;Terra indígena;Pública;"ALDEIA INDIGENA BURITI, 79215-000 Dois Irmãos do Buriti - MS.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.8560312;-55.1801556
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE ESTEFANA CENTURION GAMBARRA;50002155;MS;Dois Irmãos do Buriti;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CECILIO MASCARENHAS, SN CENTRO. 79215-000 Dois Irmãos do Buriti - MS.";(67) 32431278;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.6915075;-55.27671075
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROF JOSE PINTO DA SILVA;50002163;MS;Dois Irmãos do Buriti;Rural;Área de assentamento;Pública;"ASSENTAMENTAMENTO MARCOS FREIRE, 79215-000 Dois Irmãos do Buriti - MS.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.7434765;-55.4939462
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FELICIA EMIKO KAWAMURA SAKITANI;50002171;MS;Dois Irmãos do Buriti;Urbana;A escola não está em área de localização diferenciada;Pública;"FELICIA EMIKO KAWAMURA SAKITANI, 34 JANDIRA MOURA. 79215-000 Dois Irmãos do Buriti - MS.";(67) 32431122;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.6818808;-55.2756348
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM NERO MENEZES DE AVILA;50002481;MS;Dois Irmãos do Buriti;Rural;A escola não está em área de localização diferenciada;Pública;"AV. MIGUEL CHAIA, S/Nº 79217-000 Dois Irmãos do Buriti - MS.";(67) 32441061;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-20.44745684;-55.42861372
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS;50002503;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BENJAMIN CONSTANT, S/N CENTRO. 79380-000 Miranda - MS.";(67) 32422389;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.2398105;-56.3781934
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ADVENTISTA DE MIRANDA;50002511;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CHOKITE MASSUDA, 36 CENTRO. 79380-000 Miranda - MS.";(67) 32421224;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.240732;-56.3825234
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL INDIGENA POLO CORONEL NICOLAU HORTA BARBOSA;50002520;MS;Miranda;Rural;Terra indígena;Pública;"ALDEIA CACHOEIRINHA, 156 ZONA RURAL. 79380-000 Miranda - MS.";(67) 32422137;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.1919402;-56.2796735
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA POLO PILAD REBUA;50002538;MS;Miranda;Rural;Terra indígena;Pública;"ALDEIA PASSARINHO, S/Nº ZONA RURAL. 79380-000 Miranda - MS.";(67) 32422335;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.25618537;-56.36202052
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE CARMELITA CANALE REBUA;50002546;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JOAO PEDRO PEDROSSIAN, 809 CENTRO. 79380-000 Miranda - MS.";(67) 32421273;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atividade Complementar;-20.24785031;-56.38183862
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE CAETANO PINTO;50002554;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA AFONSO PENA, 198 CENTRO. 79380-000 Miranda - MS.";(67) 32421003;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-20.2387406;-56.3821367
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE DONA ROSA PEDROSSIAN;50002562;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA GENERAL CAMISAO, 309 CENTRO. 79380-000 Miranda - MS.";(67) 32421371;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-20.23812892;-56.37856983
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMU 15 DE OUTUBRO;50002570;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BODOQUENA, S/N CENTRO. 79380-000 Miranda - MS.";(67) 32422914;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-20.23855973;-56.3927377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMR POLO RAIMUNDO DOS SANTOS;50002783;MS;Miranda;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MARECHAL FLORIANO PEIXOTO, 167 AREA RURAL. CENTRO. 79380-000 Miranda - MS.";(67) 32422335;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.23548523;-56.31613665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMU WALDEMAR JOAO DE SOUZA;50002830;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BENJAMIN CONSTANT, S/N PREDIO TERREO. VILAS BOAS. 79380-000 Miranda - MS.";(67) 32421406;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-20.24445743;-56.37334651
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMU MARIA DO ROSARIO;50002856;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"MARIA ROSARIO, S/N MARIA DO ROSARIO. 79380-000 Miranda - MS.";(67) 32422303;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.2525754;-56.3890313
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;50002864;MS;Miranda;Rural;A escola não está em área de localização diferenciada;Privada;"BR 262 KM 596 - ENTRONCAMENTO GUAYCURUS, S/N CAIXA POSTAL 03. ZONA RURAL. 79380-000 Miranda - MS.";(67) 32425001;Privada;Filantrópica;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";;-20.0862121;-56.7810754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª ROMILDA COSTA CARNEIRO;50002961;MS;Alcinópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA AVERALDO FERNANDES BARBOSA, 1009 CENTRO. 79530-000 Alcinópolis - MS.";(67) 32601227;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-18.32815428;-53.71035694
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ALCINO CARNEIRO;50003062;MS;Alcinópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARIA BARBOSA CARNEIRO, 521 CASA. CENTRO. 79530-000 Alcinópolis - MS.";(67) 32601186;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-18.32749667;-53.71366833
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CENTRO DE EDUCACAO ESPECIAL DE CAMAPUA - MS;50003070;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FRANCISCO FAUSTINO, 429 JARDIM NOVA ERA. 79420-000 Camapuã - MS.";(67) 32862435;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;-19.5303786;-54.0375464
ESCOLA PARALISADA;EE ABADIA FAUSTINO INACIO;50003089;MS;Camapuã;Urbana;Não Informado;Pública;"RUA PEDRO CELSTINO, 1.362 CENTRO. 79420-000 Camapuã - MS.";(67) 32861740;Estadual;Não Informado;Não;;;;;-19.5421767;-54.0421822
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE CAMILO BONFIM;50003097;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOS JESUITAS, 965 CENTRO. 79420-000 Camapuã - MS.";(67) 32861740;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";"Atendimento Educacional Especializado, Atividade Complementar";-19.5382663;-54.0439294
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE MIGUEL SUTIL;50003100;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCISCO FAUSTINO, 340 CENTRO. 79420-000 Camapuã - MS.";(67) 32861883;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atividade Complementar;-19.53098959;-54.04522494
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL CLAUDIO JOSE DE LIMA;50003119;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"PARAIBA, 194 SAO MIGUEL. 79420-000 Camapuã - MS.";(67) 32862287;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-19.5291391;-54.0404987
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL LUCAS ALVES DO VALLE - POLO;50003127;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALAOR P GONCALVES, 0 COOPHAVALLE. 79420-000 Camapuã - MS.";(67) 32862430;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-19.5568374;-54.0399054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DR SUDALYDIO RODRIGUES MACHADO;50003208;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"ALVINO ANTONIO MARTINS, 1130 VL IZOLINA A BARRO. 79420-000 Camapuã - MS.";(67) 32861521;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-19.5183656;-54.0432903
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ERNESTO SOLON BORGES;50003232;MS;Camapuã;Urbana;A escola não está em área de localização diferenciada;Pública;"FERREIRA DA CUNHA, 200 VL DIAMANTINA. 79420-000 Camapuã - MS.";(67) 32861737;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-19.5367166;-54.0373868
